"","o","nn","CP","RCC_VAR","NUMB_ME","NUMB_ME_AD","DENS","COR","Q_VAR","NUMB_PRO","NUMB_RES","EUCD","MAPE","MSE"
"838",838,38,8,-1,1,0,0.659368616179563,0.6,1,50,50,63225.83,0.3898,79950115.98
"839",839,39,8,-1,1,0,0.596561564598233,0.6,1,50,50,120645.69,0.7065,291107637.44
"840",840,40,8,-1,1,0,0.561700252746232,0.6,1,50,50,76275.23,0.4589,116358202.25
"841",841,41,8,-1,1,0,0.670654309354722,0.6,1,50,50,76173.96,0.4767,116049451.94
"842",842,42,8,-1,1,0,0.629783711326309,0.6,1,50,50,65777.88,0.4488,86534582.05
"843",843,43,8,-1,1,0,0.613670947938226,0.6,1,50,50,96598.19,0.5983,186624214.58
"844",844,44,8,-1,1,0,0.518600412551314,0.6,1,50,50,117832.19,0.7095,277688492.17
"845",845,45,8,-1,1,0,0.423418297129683,0.6,1,50,50,129912.14,0.7479,337543285.84
"846",846,46,8,-1,1,0,0.448074171086773,0.6,1,50,50,143129.9,0.7977,409723363.27
"847",847,47,8,-1,1,0,0.676074263709597,0.6,1,50,50,51636.48,0.3344,53326519.95
"848",848,48,8,-1,1,0,0.643384913704358,0.6,1,50,50,99915.57,0.543,199662433.5
"849",849,49,8,-1,1,0,0.546972153219394,0.6,1,50,50,114732.58,0.6016,263271288.53
"850",850,50,8,-1,1,0,0.681160703185014,0.6,1,50,50,85101.39,0.4808,144844945.57
"851",851,51,8,-1,1,0,0.682352039287798,0.6,1,50,50,110138.56,0.6179,242610038.82
"852",852,52,8,-1,1,0,0.580249040341005,0.6,1,50,50,79276.74,0.5054,125696025.95
"853",853,53,8,-1,1,0,0.54667896409519,0.6,1,50,50,91393.15,0.54,167054143.37
"854",854,54,8,-1,1,0,0.612175461486913,0.6,1,50,50,89492.16,0.476,160176932.35
"855",855,55,8,-1,1,0,0.591064627142623,0.6,1,50,50,102147.23,0.5909,208681125.25
"856",856,56,8,-1,1,0,0.662659352063201,0.6,1,50,50,66390.99,0.3744,88155274.43
"857",857,57,8,-1,1,0,0.43999491664581,0.6,1,50,50,145356.1,0.8673,422567921.69
"858",858,58,8,-1,1,0,0.604600724834017,0.6,1,50,50,95492.02,0.5651,182374523.64
"859",859,59,8,-1,1,0,0.559954798175022,0.6,1,50,50,102813.95,0.6183,211414156.26
"860",860,60,8,-1,1,0,0.629159988765605,0.6,1,50,50,96983.36,0.5695,188115429.51
"861",861,61,8,-1,1,0,0.664509309339337,0.6,1,50,50,64725.18,0.4012,83786977.12
"862",862,62,8,-1,1,0,0.631967242783867,0.6,1,50,50,103308.01,0.6821,213450896.51
"863",863,63,8,-1,1,0,0.537421898520552,0.6,1,50,50,72818.5,0.4446,106050685.53
"864",864,64,8,-1,1,0,0.553793588257395,0.6,1,50,50,106724.82,0.6393,227803732.24
"865",865,65,8,-1,1,0,0.673587736440822,0.6,1,50,50,64700.32,0.4269,83722627.55
"866",866,66,8,-1,1,0,0.408960639080033,0.6,1,50,50,122382.4,0.7061,299549015.84
"867",867,67,8,-1,1,0,0.662183133955114,0.6,1,50,50,90766.36,0.5334,164770640.99
"868",868,68,8,-1,1,0,0.465439987857826,0.6,1,50,50,111211.78,0.5979,247361213.1
"869",869,69,8,-1,1,0,0.54368174765259,0.6,1,50,50,94289.82,0.5245,177811405.16
"870",870,70,8,-1,1,0,0.634704951313324,0.6,1,50,50,104931.52,0.6025,220212457.16
"871",871,71,8,-1,1,0,0.452022840967402,0.6,1,50,50,106768.98,0.6555,227992282.78
"872",872,72,8,-1,1,0,0.682272982224822,0.6,1,50,50,66127.7,0.4063,87457455.14
"873",873,73,8,-1,1,0,0.638148164004087,0.6,1,50,50,79444.5,0.5038,126228579.99
"874",874,74,8,-1,1,0,0.438746136566624,0.6,1,50,50,79070.08,0.4849,125041559.26
"875",875,75,8,-1,1,0,0.443127188459039,0.6,1,50,50,108237.59,0.67,234307512.29
"876",876,76,8,-1,1,0,0.500319868489169,0.6,1,50,50,98669.95,0.5894,194715179.32
"877",877,77,8,-1,1,0,0.51417415230535,0.6,1,50,50,116826.44,0.6449,272968350.57
"878",878,78,8,-1,1,0,0.412690953537822,0.6,1,50,50,144968.66,0.8583,420318250.78
"879",879,79,8,-1,1,0,0.686762634594925,0.6,1,50,50,90978.82,0.5164,165542905.3
"880",880,80,8,-1,1,0,0.414684984274209,0.6,1,50,50,128707.55,0.7394,331312681.76
"881",881,81,8,-1,1,0,0.518555637123063,0.6,1,50,50,89036.68,0.4647,158550613.41
"882",882,82,8,-1,1,0,0.403465384640731,0.6,1,50,50,125517.17,0.6167,315091200.88
"883",883,83,8,-1,1,0,0.623503742413595,0.6,1,50,50,60354.59,0.3465,72853524.8
"884",884,84,8,-1,1,0,0.656028868304566,0.6,1,50,50,68962.83,0.4223,95117450.62
"885",885,85,8,-1,1,0,0.502999432105571,0.6,1,50,50,105507.61,0.6237,222637127.05
"886",886,86,8,-1,1,0,0.607383716735058,0.6,1,50,50,73294.37,0.4695,107441280.74
"887",887,87,8,-1,1,0,0.46162420460023,0.6,1,50,50,80631.23,0.4712,130027896.7
"888",888,88,8,-1,1,0,0.624895924492739,0.6,1,50,50,57048.57,0.3606,65090783.68
"889",889,89,8,-1,1,0,0.576948865875602,0.6,1,50,50,81534.97,0.5243,132959032.76
"890",890,90,8,-1,1,0,0.415843304689042,0.6,1,50,50,101957.59,0.5713,207907016.53
"891",891,91,8,-1,1,0,0.555315050436184,0.6,1,50,50,68959.94,0.4388,95109464.89
"892",892,92,8,-1,1,0,0.599608802772127,0.6,1,50,50,68898.49,0.4436,94940039.37
"893",893,93,8,-1,1,0,0.433071123133414,0.6,1,50,50,101400.8,0.5928,205642443.75
"894",894,94,8,-1,1,0,0.403194816177711,0.6,1,50,50,91095.32,0.5706,165967128.84
"895",895,95,8,-1,1,0,0.657092511979863,0.6,1,50,50,105938.76,0.5791,224460411.54
"896",896,96,8,-1,1,0,0.677243066043593,0.6,1,50,50,83401.64,0.4991,139116662.07
"897",897,97,8,-1,1,0,0.566217510355636,0.6,1,50,50,98223.56,0.5507,192957367.35
"898",898,98,8,-1,1,0,0.517820459627546,0.6,1,50,50,97548.38,0.5862,190313729.81
"899",899,99,8,-1,1,0,0.598279021307826,0.6,1,50,50,67182.04,0.4329,90268520.95
"900",900,100,8,-1,1,0,0.451210596342571,0.6,1,50,50,141762.3,0.7437,401931012.97
"901",901,101,8,-1,1,0,0.68940780761186,0.6,1,50,50,74358.68,0.457,110584264.4
"902",902,102,8,-1,1,0,0.610176757141016,0.6,1,50,50,84256.57,0.5048,141983380.34
"903",903,103,8,-1,1,0,0.662842162558809,0.6,1,50,50,75524.8,0.4687,114079894.04
"904",904,104,8,-1,1,0,0.689857357228175,0.6,1,50,50,55560.32,0.3735,61738983.26
"905",905,105,8,-1,1,0,0.600983187556267,0.6,1,50,50,77915.84,0.427,121417552.79
"906",906,106,8,-1,1,0,0.571359825273976,0.6,1,50,50,88847.61,0.5071,157877951.12
"907",907,107,8,-1,1,0,0.500298548070714,0.6,1,50,50,79862.32,0.5079,127559813.44
"908",908,108,8,-1,1,0,0.64183363255579,0.6,1,50,50,101048.7,0.5958,204216780.37
"909",909,109,8,-1,1,0,0.591973369056359,0.6,1,50,50,101978.08,0.585,207990562.89
"910",910,110,8,-1,1,0,0.424187705409713,0.6,1,50,50,141181.25,0.7623,398642934.06
"911",911,111,8,-1,1,0,0.650615224754438,0.6,1,50,50,48325.15,0.2886,46706393.6
"912",912,112,8,-1,1,0,0.44261315818876,0.6,1,50,50,150464.17,0.8075,452789336.92
"913",913,113,8,-1,1,0,0.408859078632668,0.6,1,50,50,106094.77,0.5883,225121984.35
"914",914,114,8,-1,1,0,0.554406223795377,0.6,1,50,50,119423.43,0.7298,285239101.56
"915",915,115,8,-1,1,0,0.568485156306997,0.6,1,50,50,73317.86,0.4523,107510177.36
"916",916,116,8,-1,1,0,0.481910880631767,0.6,1,50,50,130889.92,0.6754,342643426.37
"917",917,117,8,-1,1,0,0.692147868382744,0.6,1,50,50,64450.63,0.3688,83077671.78
"918",918,118,8,-1,1,0,0.457075419509783,0.6,1,50,50,119174.94,0.6862,284053337.78
"919",919,119,8,-1,1,0,0.405616011051461,0.6,1,50,50,87904.48,0.5949,154543957.63
"920",920,120,8,-1,1,0,0.573840484092943,0.6,1,50,50,88249.73,0.5602,155760304.87
"921",921,121,8,-1,1,0,0.612632223940454,0.6,1,50,50,86059.16,0.5155,148123593.93
"922",922,122,8,-1,1,0,0.426833476615138,0.6,1,50,50,145564.69,0.7677,423781587.72
"923",923,123,8,-1,1,0,0.424785575876012,0.6,1,50,50,116896.19,0.6652,273294367.09
"924",924,124,8,-1,1,0,0.500420556869358,0.6,1,50,50,117297.01,0.6648,275171749.46
"925",925,125,8,-1,1,0,0.532816083938815,0.6,1,50,50,101432,0.6364,205769015.81
"926",926,126,8,-1,1,0,0.522752239159308,0.6,1,50,50,70577.61,0.4179,99623970.03
"927",927,127,8,-1,1,0,0.597137572616339,0.6,1,50,50,81190.83,0.5103,131839030.13
"928",928,128,8,-1,1,0,0.568897187826224,0.6,1,50,50,114134.95,0.6917,260535734.59
"929",929,129,8,-1,1,0,0.440907700522803,0.6,1,50,50,84455.2,0.5022,142653615.68
"930",930,130,8,-1,1,0,0.486052112095058,0.6,1,50,50,144832.42,0.8119,419528592
"931",931,131,8,-1,1,0,0.479857872449793,0.6,1,50,50,121239.69,0.7103,293981239.75
"932",932,132,8,-1,1,0,0.65416238931939,0.6,1,50,50,73062.78,0.4493,106763401.17
"933",933,133,8,-1,1,0,0.634769530873746,0.6,1,50,50,59283.51,0.4056,70290693.64
"934",934,134,8,-1,1,0,0.641100992751308,0.6,1,50,50,99948.16,0.55,199792682.71
"935",935,135,8,-1,1,0,0.587412530509755,0.6,1,50,50,90652.14,0.5356,164356215.61
"936",936,136,8,-1,1,0,0.587641436373815,0.6,1,50,50,83919.27,0.5322,140848892.63
"937",937,137,8,-1,1,0,0.675657359929755,0.6,1,50,50,58777.52,0.3859,69095943.7
"938",938,138,8,-1,1,0,0.645188667974435,0.6,1,50,50,72091.22,0.4786,103942872.54
"939",939,139,8,-1,1,0,0.502243021363392,0.6,1,50,50,70404.25,0.4545,99135161.56
"940",940,140,8,-1,1,0,0.66362358846236,0.6,1,50,50,78574.57,0.4979,123479274.13
"941",941,141,8,-1,1,0,0.529162394953892,0.6,1,50,50,84074.39,0.5995,141370052.74
"942",942,142,8,-1,1,0,0.559210923057981,0.6,1,50,50,76321.25,0.4562,116498651.06
"943",943,143,8,-1,1,0,0.672398513415828,0.6,1,50,50,69351.1,0.3931,96191491.77
"944",944,144,8,-1,1,0,0.549244669335894,0.6,1,50,50,90059.14,0.5596,162212974.81
"945",945,145,8,-1,1,0,0.588310628943145,0.6,1,50,50,103108.09,0.6012,212625572.01
"946",946,146,8,-1,1,0,0.473627298860811,0.6,1,50,50,146517.07,0.8074,429345020.9
"947",947,147,8,-1,1,0,0.506336778146215,0.6,1,50,50,85783.32,0.5449,147175544.1
"948",948,148,8,-1,1,0,0.433555445354432,0.6,1,50,50,106265.27,0.6613,225846171.69
"949",949,149,8,-1,1,0,0.601625904487446,0.6,1,50,50,65325.42,0.4249,85348212.29
"950",950,150,8,-1,1,0,0.527295982954092,0.6,1,50,50,110103.06,0.6179,242453657.4
"951",951,151,8,-1,1,0,0.47292369697243,0.6,1,50,50,119265.13,0.7282,284483441.26
"952",952,152,8,-1,1,0,0.507047147653066,0.6,1,50,50,125705.91,0.6868,316039500.97
"953",953,153,8,-1,1,0,0.505490449699573,0.6,1,50,50,82602.68,0.48,136464055.63
"954",954,154,8,-1,1,0,0.59158749403432,0.6,1,50,50,82287.67,0.5021,135425209.49
"955",955,155,8,-1,1,0,0.683581423852593,0.6,1,50,50,85831.09,0.4826,147339510.04
"956",956,156,8,-1,1,0,0.504486945271492,0.6,1,50,50,105248.62,0.594,221545445.58
"957",957,157,8,-1,1,0,0.42030338186305,0.6,1,50,50,77068.35,0.4764,118790616.31
"958",958,158,8,-1,1,0,0.699941575271077,0.6,1,50,50,85858.52,0.4776,147433694.17
"959",959,159,8,-1,1,0,0.67911446520593,0.6,1,50,50,62598.74,0.3883,78372035.2
"960",960,160,8,-1,1,0,0.46394571964629,0.6,1,50,50,92868.38,0.549,172490719.74
"961",961,161,8,-1,1,0,0.698126357421279,0.6,1,50,50,53728.52,0.3666,57735076.48
"962",962,162,8,-1,1,0,0.535299976076931,0.6,1,50,50,96392.86,0.5706,185831652.88
"963",963,163,8,-1,1,0,0.676960974978283,0.6,1,50,50,72878.25,0.4184,106224782.96
"964",964,164,8,-1,1,0,0.467591211129911,0.6,1,50,50,87232.1,0.5639,152188790.2
"965",965,165,8,-1,1,0,0.488118398259394,0.6,1,50,50,92074.82,0.5666,169555454.59
"966",966,166,8,-1,1,0,0.51418855318334,0.6,1,50,50,78813.31,0.4718,124230752.73
"967",967,167,8,-1,1,0,0.680005327612162,0.6,1,50,50,75527.74,0.4324,114088787
"968",968,168,8,-1,1,0,0.487775730481371,0.6,1,50,50,82205.09,0.4873,135153534.2
"969",969,169,8,-1,1,0,0.672915956377983,0.6,1,50,50,83357.23,0.5688,138968540.72
"970",970,170,8,-1,1,0,0.548226251895539,0.6,1,50,50,97123.95,0.5404,188661228.35
"971",971,171,8,-1,1,0,0.617151041561738,0.6,1,50,50,67251.41,0.4073,90455041.82
"972",972,172,8,-1,1,0,0.421768953162245,0.6,1,50,50,133028.33,0.618,353930751.05
"973",973,173,8,-1,1,0,0.631436008308083,0.6,1,50,50,76894.21,0.5042,118254388.91
"974",974,174,8,-1,1,0,0.463689565961249,0.6,1,50,50,110105.13,0.7045,242462794.9
"975",975,175,8,-1,1,0,0.573867523553781,0.6,1,50,50,91192.56,0.5079,166321641.86
"976",976,176,8,-1,1,0,0.423875819612294,0.6,1,50,50,104388.81,0.5626,217940485.42
"977",977,177,8,-1,1,0,0.646710069803521,0.6,1,50,50,105285.05,0.6494,221698844.1
"978",978,178,8,-1,1,0,0.483320605475456,0.6,1,50,50,121240.71,0.7235,293986187.85
"979",979,179,8,-1,1,0,0.522800411144271,0.6,1,50,50,105682.2,0.6758,223374532.32
"980",980,180,8,-1,1,0,0.406558826030232,0.6,1,50,50,78035.94,0.538,121792155.06
"981",981,181,8,-1,1,0,0.651169800874777,0.6,1,50,50,101167.18,0.5992,204695948.36
"982",982,182,8,-1,1,0,0.449708865443245,0.6,1,50,50,72858.12,0.4699,106166120.87
"983",983,183,8,-1,1,0,0.612467541126534,0.6,1,50,50,85537.08,0.5399,146331825.8
"984",984,184,8,-1,1,0,0.511857485282235,0.6,1,50,50,61421.52,0.3867,75452074.45
"985",985,185,8,-1,1,0,0.589038088312372,0.6,1,50,50,100664.64,0.6245,202667392.91
"986",986,186,8,-1,1,0,0.503635611152276,0.6,1,50,50,111944.96,0.7111,250633469.46
"987",987,187,8,-1,1,0,0.688897811900824,0.6,1,50,50,107847.02,0.6415,232619598.95
"988",988,188,8,-1,1,0,0.596895668935031,0.6,1,50,50,60296.54,0.3874,72713453.28
"989",989,189,8,-1,1,0,0.641494373697788,0.6,1,50,50,69505.63,0.399,96620640.62
"990",990,190,8,-1,1,0,0.540073737874627,0.6,1,50,50,129447.02,0.6964,335130600.5
"991",991,191,8,-1,1,0,0.662038265331648,0.6,1,50,50,90848.15,0.5258,165067716.68
"992",992,192,8,-1,1,0,0.653686416172423,0.6,1,50,50,62132.12,0.418,77208000.94
"993",993,193,8,-1,1,0,0.430225740815513,0.6,1,50,50,119438.02,0.7422,285308791.08
"994",994,194,8,-1,1,0,0.404924123710953,0.6,1,50,50,137729.37,0.7529,379387614.21
"995",995,195,8,-1,1,0,0.550677364016883,0.6,1,50,50,88358.41,0.5523,156144180.16
"996",996,196,8,-1,1,0,0.659497911017388,0.6,1,50,50,106303.05,0.6206,226006786.31
"997",997,197,8,-1,1,0,0.638225161074661,0.6,1,50,50,96520.47,0.6547,186324010.92
"998",998,198,8,-1,1,0,0.59635558987502,0.6,1,50,50,126413.28,0.6464,319606346.79
"999",999,199,8,-1,1,0,0.695015978021547,0.6,1,50,50,99748.71,0.5583,198996097.99
"1000",1000,200,8,-1,1,0,0.636755923810415,0.6,1,50,50,79406.71,0.4841,126108517.95
"1001",1001,1,10,-1,1,0,0.465184833924286,0.6,1,50,50,122536.57,0.6233,300304198.55
"1002",1002,2,10,-1,1,0,0.570766021218151,0.6,1,50,50,95003.74,0.5184,180514228.39
"1003",1003,3,10,-1,1,0,0.483563121804036,0.6,1,50,50,65761.31,0.3732,86491009.8
"1004",1004,4,10,-1,1,0,0.443566209916025,0.6,1,50,50,151162.5,0.7827,457002017.45
"1005",1005,5,10,-1,1,0,0.442741175694391,0.6,1,50,50,130300.75,0.7328,339565722.4
"1006",1006,6,10,-1,1,0,0.445221790857613,0.6,1,50,50,130485.07,0.6296,340527069.23
"1007",1007,7,10,-1,1,0,0.445816158945672,0.6,1,50,50,75064.09,0.389,112692344.74
"1008",1008,8,10,-1,1,0,0.663337411987595,0.6,1,50,50,56362.67,0.356,63535005.35
"1009",1009,9,10,-1,1,0,0.682446475117467,0.6,1,50,50,77314.75,0.5025,119551403.04
"1010",1010,10,10,-1,1,0,0.609379686135799,0.6,1,50,50,73099.37,0.4519,106870357.85
"1011",1011,11,10,-1,1,0,0.604492880194448,0.6,1,50,50,99139.55,0.6162,196573005.89
"1012",1012,12,10,-1,1,0,0.573621783056296,0.6,1,50,50,62004.04,0.3598,76890028.34
"1013",1013,13,10,-1,1,0,0.578492442308925,0.6,1,50,50,121386.17,0.6576,294692032.26
"1014",1014,14,10,-1,1,0,0.605728134117089,0.6,1,50,50,96954.26,0.5774,188002573.61
"1015",1015,15,10,-1,1,0,0.688259200006723,0.6,1,50,50,78357.78,0.4401,122798847.54
"1016",1016,16,10,-1,1,0,0.507650074712001,0.6,1,50,50,76510.38,0.454,117076751.82
"1017",1017,17,10,-1,1,0,0.475965271983296,0.6,1,50,50,123350.04,0.6908,304304643.07
"1018",1018,18,10,-1,1,0,0.575497198686935,0.6,1,50,50,81981.4,0.5077,134418995.82
"1019",1019,19,10,-1,1,0,0.409717788756825,0.6,1,50,50,56975.93,0.3569,64925131.11
"1020",1020,20,10,-1,1,0,0.685583679610863,0.6,1,50,50,78375.31,0.4832,122853791.47
"1021",1021,21,10,-1,1,0,0.591463915584609,0.6,1,50,50,112152.91,0.6316,251565518.8
"1022",1022,22,10,-1,1,0,0.578886913461611,0.6,1,50,50,80802.16,0.4445,130579768.53
"1023",1023,23,10,-1,1,0,0.620680666016415,0.6,1,50,50,51594.29,0.3049,53239423.06
"1024",1024,24,10,-1,1,0,0.612667032447644,0.6,1,50,50,81819.22,0.5325,133887706.04
"1025",1025,25,10,-1,1,0,0.617909106821753,0.6,1,50,50,66612.3,0.422,88743980.18
"1026",1026,26,10,-1,1,0,0.483248525159434,0.6,1,50,50,117614.35,0.5908,276662709.23
"1027",1027,27,10,-1,1,0,0.647864184388891,0.6,1,50,50,77404.99,0.4755,119830647.22
"1028",1028,28,10,-1,1,0,0.61677481313236,0.6,1,50,50,83629.15,0.4862,139876699.47
"1029",1029,29,10,-1,1,0,0.638329611672088,0.6,1,50,50,95285.94,0.5237,181588203.87
"1030",1030,30,10,-1,1,0,0.52630743351765,0.6,1,50,50,84035.31,0.5447,141238653.51
"1031",1031,31,10,-1,1,0,0.431171984132379,0.6,1,50,50,115635.91,0.6149,267433262.36
"1032",1032,32,10,-1,1,0,0.47385300709866,0.6,1,50,50,83442.38,0.4514,139252622.68
"1033",1033,33,10,-1,1,0,0.587440182548016,0.6,1,50,50,78289.99,0.4593,122586452.66
"1034",1034,34,10,-1,1,0,0.605723357549869,0.6,1,50,50,110800.71,0.6358,245535952.35
"1035",1035,35,10,-1,1,0,0.467932547302917,0.6,1,50,50,112494.34,0.5937,253099542.92
"1036",1036,36,10,-1,1,0,0.482312749163248,0.6,1,50,50,121852.46,0.6992,296960442.11
"1037",1037,37,10,-1,1,0,0.506312899920158,0.6,1,50,50,115984.46,0.6867,269047897.01
"1038",1038,38,10,-1,1,0,0.400837202579714,0.6,1,50,50,78322.7,0.4924,122688896.06
"1039",1039,39,10,-1,1,0,0.497127777407877,0.6,1,50,50,60434.16,0.394,73045744.77
"1040",1040,40,10,-1,1,0,0.41452433092054,0.6,1,50,50,122259.55,0.691,298947963.94
"1041",1041,41,10,-1,1,0,0.445910839666612,0.6,1,50,50,154329.86,0.8068,476354141.28
"1042",1042,42,10,-1,1,0,0.613395006256178,0.6,1,50,50,76882.38,0.4293,118218001.86
"1043",1043,43,10,-1,1,0,0.690652506262995,0.6,1,50,50,53655.85,0.3272,57578994.43
"1044",1044,44,10,-1,1,0,0.602085347473621,0.6,1,50,50,84967.03,0.492,144387927.81
"1045",1045,45,10,-1,1,0,0.481236244505271,0.6,1,50,50,111191.9,0.6702,247272772.9
"1046",1046,46,10,-1,1,0,0.633680455177091,0.6,1,50,50,46847.44,0.3098,43893651.71
"1047",1047,47,10,-1,1,0,0.509621336567216,0.6,1,50,50,73385.17,0.475,107707662.63
"1048",1048,48,10,-1,1,0,0.585056917113252,0.6,1,50,50,70708.16,0.4008,99992876.56
"1049",1049,49,10,-1,1,0,0.642642309213988,0.6,1,50,50,54681.11,0.3147,59800483.88
"1050",1050,50,10,-1,1,0,0.651956541952677,0.6,1,50,50,89408.92,0.5497,159879097.03
"1051",1051,51,10,-1,1,0,0.596627018391155,0.6,1,50,50,80129.84,0.444,128415836.64
"1052",1052,52,10,-1,1,0,0.674032773100771,0.6,1,50,50,84138.58,0.4615,141586013.06
"1053",1053,53,10,-1,1,0,0.624828544538468,0.6,1,50,50,63934.91,0.4039,81753446.34
"1054",1054,54,10,-1,1,0,0.406310039758682,0.6,1,50,50,85219.77,0.538,145248176.8
"1055",1055,55,10,-1,1,0,0.525915861874819,0.6,1,50,50,118220.62,0.7755,279522311.9
"1056",1056,56,10,-1,1,0,0.432266712025739,0.6,1,50,50,134073.62,0.8005,359514734.04
"1057",1057,57,10,-1,1,0,0.401074362103827,0.6,1,50,50,105593.41,0.6033,222999371.48
"1058",1058,58,10,-1,1,0,0.672197925671935,0.6,1,50,50,38081.68,0.246,29004287.61
"1059",1059,59,10,-1,1,0,0.660854045534506,0.6,1,50,50,54061.09,0.3198,58452033.99
"1060",1060,60,10,-1,1,0,0.695626842603087,0.6,1,50,50,69325.04,0.4207,96119213.95
"1061",1061,61,10,-1,1,0,0.687393214460462,0.6,1,50,50,79550.41,0.5034,126565353.02
"1062",1062,62,10,-1,1,0,0.453003727318719,0.6,1,50,50,71904.04,0.4408,103403806.1
"1063",1063,63,10,-1,1,0,0.655265284329653,0.6,1,50,50,65662.49,0.3658,86231254.41
"1064",1064,64,10,-1,1,0,0.588331604236737,0.6,1,50,50,67307.52,0.4339,90606055.22
"1065",1065,65,10,-1,1,0,0.434333894145675,0.6,1,50,50,167839.67,0.8202,563403111.93
"1066",1066,66,10,-1,1,0,0.60281113081146,0.6,1,50,50,55147.77,0.3475,60825525.4
"1067",1067,67,10,-1,1,0,0.403420782019384,0.6,1,50,50,62567.28,0.3723,78293284.12
"1068",1068,68,10,-1,1,0,0.697181882616132,0.6,1,50,50,58099.11,0.3691,67510135.11
"1069",1069,69,10,-1,1,0,0.428893799125217,0.6,1,50,50,132874.42,0.663,353112233.32
"1070",1070,70,10,-1,1,0,0.501119917305186,0.6,1,50,50,88124.13,0.5152,155317245
"1071",1071,71,10,-1,1,0,0.52252470171079,0.6,1,50,50,132101.09,0.7194,349013968.68
"1072",1072,72,10,-1,1,0,0.493989325407892,0.6,1,50,50,101227.77,0.6239,204941247.8
"1073",1073,73,10,-1,1,0,0.536422223015688,0.6,1,50,50,75953.14,0.4954,115377585.11
"1074",1074,74,10,-1,1,0,0.635657118400559,0.6,1,50,50,81115.1,0.4954,131593194.06
"1075",1075,75,10,-1,1,0,0.456132902228273,0.6,1,50,50,81206.42,0.5114,131889638.99
"1076",1076,76,10,-1,1,0,0.594761145627126,0.6,1,50,50,74591.67,0.4092,111278333.91
"1077",1077,77,10,-1,1,0,0.662949201837182,0.6,1,50,50,77404.62,0.4689,119829500.72
"1078",1078,78,10,-1,1,0,0.497750370297581,0.6,1,50,50,70277.34,0.4097,98778096.86
"1079",1079,79,10,-1,1,0,0.47211098910775,0.6,1,50,50,75587.09,0.4658,114268161.28
"1080",1080,80,10,-1,1,0,0.67064542369917,0.6,1,50,50,95659.24,0.5524,183013816.78
"1081",1081,81,10,-1,1,0,0.69185418675188,0.6,1,50,50,80315.68,0.5016,129012184.08
"1082",1082,82,10,-1,1,0,0.429333128058352,0.6,1,50,50,106012.67,0.6628,224773743.71
"1083",1083,83,10,-1,1,0,0.551927156979218,0.6,1,50,50,72963.09,0.4135,106472248.78
"1084",1084,84,10,-1,1,0,0.680352024710737,0.6,1,50,50,56283.83,0.342,63357393.05
"1085",1085,85,10,-1,1,0,0.43139057578519,0.6,1,50,50,101998.97,0.5882,208075799.75
"1086",1086,86,10,-1,1,0,0.401613680436276,0.6,1,50,50,146912.35,0.772,431664789.41
"1087",1087,87,10,-1,1,0,0.68225660698954,0.6,1,50,50,52988.93,0.3399,56156540.43
"1088",1088,88,10,-1,1,0,0.604362213518471,0.6,1,50,50,50691.62,0.2874,51392799.06
"1089",1089,89,10,-1,1,0,0.62004233233165,0.6,1,50,50,60383.58,0.3425,72923533.01
"1090",1090,90,10,-1,1,0,0.599143980070949,0.6,1,50,50,69441.27,0.3934,96441802.74
"1091",1091,91,10,-1,1,0,0.51210150574334,0.6,1,50,50,101505.78,0.6157,206068471.99
"1092",1092,92,10,-1,1,0,0.497909864434041,0.6,1,50,50,71868.36,0.4367,103301222.64
"1093",1093,93,10,-1,1,0,0.459437495423481,0.6,1,50,50,70146.43,0.4284,98410429.6
"1094",1094,94,10,-1,1,0,0.448655656678602,0.6,1,50,50,117211.69,0.7045,274771588.72
"1095",1095,95,10,-1,1,0,0.455701475124806,0.6,1,50,50,76437.02,0.4545,116852348.3
"1096",1096,96,10,-1,1,0,0.615784770878963,0.6,1,50,50,90361.8,0.496,163305093.57
"1097",1097,97,10,-1,1,0,0.66987927723676,0.6,1,50,50,65864.98,0.4024,86763912.38
"1098",1098,98,10,-1,1,0,0.623495023488067,0.6,1,50,50,53962.23,0.3616,58238444.51
"1099",1099,99,10,-1,1,0,0.468664551689289,0.6,1,50,50,129796.02,0.6849,336940111.79
"1100",1100,100,10,-1,1,0,0.517370082088746,0.6,1,50,50,60314.48,0.3655,72756729.75
"1101",1101,101,10,-1,1,0,0.573144168802537,0.6,1,50,50,77813.43,0.4293,121098602.87
"1102",1102,102,10,-1,1,0,0.691299032350071,0.6,1,50,50,50209.05,0.2994,50418983.88
"1103",1103,103,10,-1,1,0,0.614355859998614,0.6,1,50,50,57979.21,0.3634,67231781.66
"1104",1104,104,10,-1,1,0,0.68962886473164,0.6,1,50,50,71411.94,0.4367,101993297.12
"1105",1105,105,10,-1,1,0,0.479406608315185,0.6,1,50,50,110333.81,0.646,243471008.54
"1106",1106,106,10,-1,1,0,0.459825508249924,0.6,1,50,50,143448.78,0.731,411551060.89
"1107",1107,107,10,-1,1,0,0.671379622817039,0.6,1,50,50,86335.23,0.4862,149075424.86
"1108",1108,108,10,-1,1,0,0.69468281804584,0.6,1,50,50,95910.49,0.4962,183976428.96
