"","o","nn","CP","RCC_VAR","NUMB_ME","NUMB_ME_AD","DENS","COR","Q_VAR","NUMB_PRO","NUMB_RES","EUCD","MAPE","MSE"
"1660",1660,60,16,-1,1,0,0.403626743052155,0.6,1,50,50,87681.79,0.5198,153761940.03
"1661",1661,61,16,-1,1,0,0.568255867669359,0.6,1,50,50,63688.8,0.3705,81125263.32
"1662",1662,62,16,-1,1,0,0.652725410996936,0.6,1,50,50,37775.63,0.2314,28539959.38
"1663",1663,63,16,-1,1,0,0.509794661472551,0.6,1,50,50,63905.98,0.405,81679484.99
"1664",1664,64,16,-1,1,0,0.539131795521826,0.6,1,50,50,82066.54,0.4426,134698332.07
"1665",1665,65,16,-1,1,0,0.662455242662691,0.6,1,50,50,50314.73,0.2909,50631446.25
"1666",1666,66,16,-1,1,0,0.619532869081013,0.6,1,50,50,69900.23,0.4497,97720832.31
"1667",1667,67,16,-1,1,0,0.592312832083553,0.6,1,50,50,40621.03,0.2413,33001369.25
"1668",1668,68,16,-1,1,0,0.422353980317712,0.6,1,50,50,46296.76,0.2812,42867795.16
"1669",1669,69,16,-1,1,0,0.509355446114205,0.6,1,50,50,65439.4,0.3886,85646297.99
"1670",1670,70,16,-1,1,0,0.482912075915374,0.6,1,50,50,70230.74,0.4259,98647125.97
"1671",1671,71,16,-1,1,0,0.675786072434857,0.6,1,50,50,33156.71,0.1946,21987353.4
"1672",1672,72,16,-1,1,0,0.605236745392904,0.6,1,50,50,66110.14,0.414,87411005.84
"1673",1673,73,16,-1,1,0,0.618814714881591,0.6,1,50,50,61318.14,0.3773,75198276.31
"1674",1674,74,16,-1,1,0,0.580154983722605,0.6,1,50,50,58126.64,0.3643,67574124.87
"1675",1675,75,16,-1,1,0,0.559993213205598,0.6,1,50,50,60422.98,0.372,73018724.68
"1676",1676,76,16,-1,1,0,0.559198235929944,0.6,1,50,50,59668.89,0.3285,71207525.18
"1677",1677,77,16,-1,1,0,0.578383124759421,0.6,1,50,50,56463.08,0.3655,63761583.89
"1678",1678,78,16,-1,1,0,0.569059358374216,0.6,1,50,50,91573.38,0.5025,167713675.09
"1679",1679,79,16,-1,1,0,0.476515376917087,0.6,1,50,50,84689.1,0.4696,143444885.95
"1680",1680,80,16,-1,1,0,0.519595017633401,0.6,1,50,50,42593.46,0.2835,36284062.79
"1681",1681,81,16,-1,1,0,0.613292673765682,0.6,1,50,50,68568.48,0.4151,94032729.38
"1682",1682,82,16,-1,1,0,0.607352603110485,0.6,1,50,50,60014.56,0.3732,72034955.64
"1683",1683,83,16,-1,1,0,0.621308962232433,0.6,1,50,50,59351.85,0.2926,70452832.1
"1684",1684,84,16,-1,1,0,0.524622613424435,0.6,1,50,50,54097.5,0.3546,58530787.87
"1685",1685,85,16,-1,1,0,0.674823432019912,0.6,1,50,50,60289.99,0.3718,72697665.16
"1686",1686,86,16,-1,1,0,0.653141814866103,0.6,1,50,50,41877.1,0.2491,35073830.66
"1687",1687,87,16,-1,1,0,0.510680001461878,0.6,1,50,50,69134.67,0.4061,95592063.32
"1688",1688,88,16,-1,1,0,0.639614802808501,0.6,1,50,50,39447.53,0.3001,31122150.65
"1689",1689,89,16,-1,1,0,0.533426760416478,0.6,1,50,50,65549.93,0.3745,85935872.32
"1690",1690,90,16,-1,1,0,0.619655927782878,0.6,1,50,50,73859.24,0.4566,109103736.27
"1691",1691,91,16,-1,1,0,0.522021316317841,0.6,1,50,50,88618.29,0.4272,157064043.51
"1692",1692,92,16,-1,1,0,0.523038841574453,0.6,1,50,50,74614.76,0.4131,111347251.78
"1693",1693,93,16,-1,1,0,0.547558721178211,0.6,1,50,50,67689.86,0.4246,91638332.71
"1694",1694,94,16,-1,1,0,0.419211209542118,0.6,1,50,50,82050.75,0.4894,134646524.15
"1695",1695,95,16,-1,1,0,0.428414965933189,0.6,1,50,50,61827.53,0.3865,76452875.11
"1696",1696,96,16,-1,1,0,0.59322409555316,0.6,1,50,50,69852.54,0.4127,97587555.44
"1697",1697,97,16,-1,1,0,0.504132434632629,0.6,1,50,50,49503.8,0.3192,49012526.42
"1698",1698,98,16,-1,1,0,0.554775498318486,0.6,1,50,50,63008.74,0.37,79402023.19
"1699",1699,99,16,-1,1,0,0.521540332469158,0.6,1,50,50,50639.27,0.3288,51286708.4
"1700",1700,100,16,-1,1,0,0.404159365640953,0.6,1,50,50,55714.89,0.3072,62082977.7
"1701",1701,101,16,-1,1,0,0.650969052826986,0.6,1,50,50,40053.07,0.2496,32084966.22
"1702",1702,102,16,-1,1,0,0.616194410482422,0.6,1,50,50,58561.29,0.3444,68588488.7
"1703",1703,103,16,-1,1,0,0.554572736728005,0.6,1,50,50,72257.15,0.4721,104421916.12
"1704",1704,104,16,-1,1,0,0.543926715129055,0.6,1,50,50,77722.92,0.4592,120817046.14
"1705",1705,105,16,-1,1,0,0.670906129525974,0.6,1,50,50,41196.51,0.2727,33943048.89
"1706",1706,106,16,-1,1,0,0.624137934180908,0.6,1,50,50,55827.48,0.3486,62334147.79
"1707",1707,107,16,-1,1,0,0.620203889533877,0.6,1,50,50,62100.13,0.3731,77128527.74
"1708",1708,108,16,-1,1,0,0.658027814887464,0.6,1,50,50,39082.12,0.2666,30548249.35
"1709",1709,109,16,-1,1,0,0.689706701948307,0.6,1,50,50,38640.14,0.2577,29861211.22
"1710",1710,110,16,-1,1,0,0.567752258270048,0.6,1,50,50,43484.1,0.2601,37817345.82
"1711",1711,111,16,-1,1,0,0.671314225462265,0.6,1,50,50,66107.75,0.4057,87404685.57
"1712",1712,112,16,-1,1,0,0.585855454672128,0.6,1,50,50,55751.92,0.3517,62165534
"1713",1713,113,16,-1,1,0,0.628372516366653,0.6,1,50,50,69828.24,0.3918,97519657.9
"1714",1714,114,16,-1,1,0,0.580567592196166,0.6,1,50,50,50884.9,0.2963,51785468.62
"1715",1715,115,16,-1,1,0,0.639533221605234,0.6,1,50,50,47419.1,0.2921,44971411.62
"1716",1716,116,16,-1,1,0,0.566721510910429,0.6,1,50,50,61375.67,0.3794,75339448.38
"1717",1717,117,16,-1,1,0,0.699588649091311,0.6,1,50,50,51213.3,0.2909,52456047.14
"1718",1718,118,16,-1,1,0,0.577369858697057,0.6,1,50,50,100962.46,0.5273,203868376.87
"1719",1719,119,16,-1,1,0,0.495399390696548,0.6,1,50,50,60153.11,0.3719,72367939.73
"1720",1720,120,16,-1,1,0,0.493243480823003,0.6,1,50,50,68953.14,0.4221,95090706.52
"1721",1721,121,16,-1,1,0,0.51579796129372,0.6,1,50,50,67569.49,0.4063,91312730.32
"1722",1722,122,16,-1,1,0,0.506574642239139,0.6,1,50,50,45266.88,0.2869,40981816.76
"1723",1723,123,16,-1,1,0,0.471629314241,0.6,1,50,50,54209.23,0.3497,58772819.68
"1724",1724,124,16,-1,1,0,0.50967958541587,0.6,1,50,50,79011.28,0.4381,124855631.67
"1725",1725,125,16,-1,1,0,0.482287342636846,0.6,1,50,50,52603.92,0.3122,55343441.79
"1726",1726,126,16,-1,1,0,0.521303593507037,0.6,1,50,50,71222.09,0.4523,101451727.95
"1727",1727,127,16,-1,1,0,0.519985234271735,0.6,1,50,50,57181.82,0.3701,65395211.94
"1728",1728,128,16,-1,1,0,0.555320481769741,0.6,1,50,50,54238.34,0.3292,58835953.54
"1729",1729,129,16,-1,1,0,0.69595211870037,0.6,1,50,50,52132.89,0.3046,54356764.43
"1730",1730,130,16,-1,1,0,0.426791925984435,0.6,1,50,50,94766.77,0.5585,179614820
"1731",1731,131,16,-1,1,0,0.561882196832448,0.6,1,50,50,67702.73,0.4242,91673195.24
"1732",1732,132,16,-1,1,0,0.67812508281786,0.6,1,50,50,67588.42,0.3409,91363896.4
"1733",1733,133,16,-1,1,0,0.606586850946769,0.6,1,50,50,44917.45,0.2979,40351540.6
"1734",1734,134,16,-1,1,0,0.656440056115389,0.6,1,50,50,45998.42,0.2816,42317097.22
"1735",1735,135,16,-1,1,0,0.522048561903648,0.6,1,50,50,68184.9,0.4023,92983607.48
"1736",1736,136,16,-1,1,0,0.44079312144313,0.6,1,50,50,87467.51,0.5897,153011321.87
"1737",1737,137,16,-1,1,0,0.404716307623312,0.6,1,50,50,77703.9,0.4544,120757929.09
"1738",1738,138,16,-1,1,0,0.493561434489675,0.6,1,50,50,73561.53,0.4425,108225978.65
"1739",1739,139,16,-1,1,0,0.450946325273253,0.6,1,50,50,80182.32,0.4211,128584087.31
"1740",1740,140,16,-1,1,0,0.588964633224532,0.6,1,50,50,70422.52,0.4388,99186622.88
"1741",1741,141,16,-1,1,0,0.687905817432329,0.6,1,50,50,38129.17,0.2643,29076678.57
"1742",1742,142,16,-1,1,0,0.541922373254783,0.6,1,50,50,72003.09,0.4607,103688888.21
"1743",1743,143,16,-1,1,0,0.478832853981294,0.6,1,50,50,57515.95,0.3678,66161681.05
"1744",1744,144,16,-1,1,0,0.686991238431074,0.6,1,50,50,53174.8,0.2824,56551184.8
"1745",1745,145,16,-1,1,0,0.547383169271052,0.6,1,50,50,36440.06,0.2351,26557555.66
"1746",1746,146,16,-1,1,0,0.470642684050836,0.6,1,50,50,60508.95,0.4017,73226658.01
"1747",1747,147,16,-1,1,0,0.68585118658375,0.6,1,50,50,38252.04,0.2489,29264366.42
"1748",1748,148,16,-1,1,0,0.691598434350453,0.6,1,50,50,65177.3,0.403,84961602.92
"1749",1749,149,16,-1,1,0,0.663160218624398,0.6,1,50,50,61280.62,0.3816,75106292.44
"1750",1750,150,16,-1,1,0,0.611739849019796,0.6,1,50,50,77831.89,0.456,121156073
"1751",1751,151,16,-1,1,0,0.535758005385287,0.6,1,50,50,72331.85,0.3736,104637935.78
"1752",1752,152,16,-1,1,0,0.435163969732821,0.6,1,50,50,81391.23,0.3728,132490637.46
"1753",1753,153,16,-1,1,0,0.502496729628183,0.6,1,50,50,61806.14,0.398,76399980.05
"1754",1754,154,16,-1,1,0,0.462787802400999,0.6,1,50,50,89737.54,0.5455,161056522.53
"1755",1755,155,16,-1,1,0,0.561181666981429,0.6,1,50,50,48892.62,0.2752,47809757.11
"1756",1756,156,16,-1,1,0,0.495675907377154,0.6,1,50,50,76748.56,0.4142,117806817.81
"1757",1757,157,16,-1,1,0,0.487127584940754,0.6,1,50,50,47582.25,0.2999,45281416.8
"1758",1758,158,16,-1,1,0,0.663046409282833,0.6,1,50,50,59986.6,0.3317,71967834.25
"1759",1759,159,16,-1,1,0,0.491972399922088,0.6,1,50,50,60189.01,0.3438,72454335.24
"1760",1760,160,16,-1,1,0,0.430374887771904,0.6,1,50,50,111742.93,0.6629,249729645.1
"1761",1761,161,16,-1,1,0,0.436709582479671,0.6,1,50,50,64628.63,0.4143,83537186.28
"1762",1762,162,16,-1,1,0,0.645398576464504,0.6,1,50,50,55735.04,0.2979,62127891.7
"1763",1763,163,16,-1,1,0,0.54130426174961,0.6,1,50,50,62589.5,0.3697,78348912.21
"1764",1764,164,16,-1,1,0,0.674824959691614,0.6,1,50,50,65752.43,0.388,86467648.97
"1765",1765,165,16,-1,1,0,0.635213967319578,0.6,1,50,50,44843.85,0.28,40219412.3
"1766",1766,166,16,-1,1,0,0.699619987700134,0.6,1,50,50,38112.32,0.2285,29050974.23
"1767",1767,167,16,-1,1,0,0.49217587816529,0.6,1,50,50,44231.2,0.3038,39127987.03
"1768",1768,168,16,-1,1,0,0.416782922809944,0.6,1,50,50,57878.16,0.3866,66997630.46
"1769",1769,169,16,-1,1,0,0.598858927190304,0.6,1,50,50,46803.88,0.2882,43812058.79
"1770",1770,170,16,-1,1,0,0.509523636125959,0.6,1,50,50,66539.21,0.4108,88549334.03
"1771",1771,171,16,-1,1,0,0.448176560224965,0.6,1,50,50,65989.88,0.3807,87093296.87
"1772",1772,172,16,-1,1,0,0.652501275902614,0.6,1,50,50,53160.4,0.3284,56520565.48
"1773",1773,173,16,-1,1,0,0.612759172264487,0.6,1,50,50,40943.26,0.252,33527011.58
"1774",1774,174,16,-1,1,0,0.489760130480863,0.6,1,50,50,36418.28,0.2462,26525821.98
"1775",1775,175,16,-1,1,0,0.473666082276031,0.6,1,50,50,72799.48,0.394,105995289.86
"1776",1776,176,16,-1,1,0,0.407940154452808,0.6,1,50,50,77308.01,0.421,119530566.46
"1777",1777,177,16,-1,1,0,0.639868198009208,0.6,1,50,50,43615.14,0.2636,38045603.75
"1778",1778,178,16,-1,1,0,0.415587315498851,0.6,1,50,50,82775.61,0.5291,137036042.73
"1779",1779,179,16,-1,1,0,0.420988178951666,0.6,1,50,50,98982.53,0.5624,195950836.51
"1780",1780,180,16,-1,1,0,0.577476083743386,0.6,1,50,50,40123.62,0.2557,32198090.6
"1781",1781,181,16,-1,1,0,0.538759228726849,0.6,1,50,50,54740.22,0.3681,59929828.95
"1782",1782,182,16,-1,1,0,0.414057784131728,0.6,1,50,50,57499.88,0.3626,66124715.35
"1783",1783,183,16,-1,1,0,0.515968292043544,0.6,1,50,50,58825.94,0.3464,69209831.5
"1784",1784,184,16,-1,1,0,0.553480464313179,0.6,1,50,50,64056.12,0.3823,82063725.87
"1785",1785,185,16,-1,1,0,0.689588337601162,0.6,1,50,50,47953.54,0.2972,45990837.71
"1786",1786,186,16,-1,1,0,0.596660452475771,0.6,1,50,50,75648.28,0.421,114453245.79
"1787",1787,187,16,-1,1,0,0.528909595636651,0.6,1,50,50,83461.82,0.4908,139317493.99
"1788",1788,188,16,-1,1,0,0.590857561654411,0.6,1,50,50,48547.44,0.289,47137073.94
"1789",1789,189,16,-1,1,0,0.672978575201705,0.6,1,50,50,48352.74,0.2772,46759755.19
"1790",1790,190,16,-1,1,0,0.502678380836733,0.6,1,50,50,71642.98,0.4351,102654331.3
"1791",1791,191,16,-1,1,0,0.520175779866986,0.6,1,50,50,45721.7,0.3039,41809485.88
"1792",1792,192,16,-1,1,0,0.62197360007558,0.6,1,50,50,39071.51,0.2431,30531662.94
"1793",1793,193,16,-1,1,0,0.623356878058985,0.6,1,50,50,47969.65,0.3113,46021754.81
"1794",1794,194,16,-1,1,0,0.503953983844258,0.6,1,50,50,50835,0.3092,51683953.12
"1795",1795,195,16,-1,1,0,0.674946570489556,0.6,1,50,50,50498.86,0.3244,51002690.79
"1796",1796,196,16,-1,1,0,0.524170409049839,0.6,1,50,50,53582.78,0.3435,57422289.03
"1797",1797,197,16,-1,1,0,0.56981953762006,0.6,1,50,50,55766.51,0.3305,62198075.55
"1798",1798,198,16,-1,1,0,0.455066209705547,0.6,1,50,50,80582.27,0.4646,129870051.15
"1799",1799,199,16,-1,1,0,0.649087863531895,0.6,1,50,50,41744.84,0.2758,34852628.26
"1800",1800,200,16,-1,1,0,0.46672613278497,0.6,1,50,50,102515.7,0.5145,210189381.45
"1801",1801,1,18,-1,1,0,0.633086816244759,0.6,1,50,50,41917.22,0.251,35141067.51
"1802",1802,2,18,-1,1,0,0.522326204553247,0.6,1,50,50,42336,0.2557,35846731.06
"1803",1803,3,18,-1,1,0,0.414209018251859,0.6,1,50,50,93674.95,0.4677,175499924.8
"1804",1804,4,18,-1,1,0,0.418183086276986,0.6,1,50,50,64523.62,0.3906,83265939.2
"1805",1805,5,18,-1,1,0,0.402633765526116,0.6,1,50,50,66189.56,0.351,87621144.41
"1806",1806,6,18,-1,1,0,0.444282106379978,0.6,1,50,50,57249.17,0.3489,65549346.74
"1807",1807,7,18,-1,1,0,0.608868996053934,0.6,1,50,50,50365.09,0.3452,50732849.19
"1808",1808,8,18,-1,1,0,0.547851524455473,0.6,1,50,50,72951.28,0.4505,106437773.25
"1809",1809,9,18,-1,1,0,0.663609988195822,0.6,1,50,50,67525.93,0.404,91195036.5
"1810",1810,10,18,-1,1,0,0.555417306302115,0.6,1,50,50,37751.72,0.268,28503842.47
"1811",1811,11,18,-1,1,0,0.508942008810118,0.6,1,50,50,47489.47,0.2766,45104997.81
"1812",1812,12,18,-1,1,0,0.466034696670249,0.6,1,50,50,68379.79,0.4213,93515912.81
"1813",1813,13,18,-1,1,0,0.536416734266095,0.6,1,50,50,52520.46,0.3316,55167978.51
"1814",1814,14,18,-1,1,0,0.618650821363553,0.6,1,50,50,67753.06,0.3902,91809535.46
"1815",1815,15,18,-1,1,0,0.486684280191548,0.6,1,50,50,94548.85,0.4784,178789713.72
"1816",1816,16,18,-1,1,0,0.467249407945201,0.6,1,50,50,50856.51,0.3019,51727683.82
"1817",1817,17,18,-1,1,0,0.682437509903684,0.6,1,50,50,37421.92,0.2381,28007996.23
"1818",1818,18,18,-1,1,0,0.60307370510418,0.6,1,50,50,29128.23,0.2179,16969077.55
"1819",1819,19,18,-1,1,0,0.699799874657765,0.6,1,50,50,74612.66,0.4533,111340989.23
"1820",1820,20,18,-1,1,0,0.403775002155453,0.6,1,50,50,49278.71,0.3262,48567822.13
"1821",1821,21,18,-1,1,0,0.569018096639775,0.6,1,50,50,56039.56,0.342,62808644.26
"1822",1822,22,18,-1,1,0,0.55647166534327,0.6,1,50,50,51023.17,0.3032,52067286.44
"1823",1823,23,18,-1,1,0,0.673066250816919,0.6,1,50,50,53231.58,0.3416,56672017.54
"1824",1824,24,18,-1,1,0,0.681922593945637,0.6,1,50,50,56633.73,0.3465,64147582.12
"1825",1825,25,18,-1,1,0,0.647586630866863,0.6,1,50,50,33587.72,0.1948,22562697.43
"1826",1826,26,18,-1,1,0,0.606907738209702,0.6,1,50,50,44167.28,0.2847,39014975.2
"1827",1827,27,18,-1,1,0,0.548083341494203,0.6,1,50,50,54281.06,0.3266,58928659.94
"1828",1828,28,18,-1,1,0,0.646141809388064,0.6,1,50,50,31772.23,0.1705,20189496.47
"1829",1829,29,18,-1,1,0,0.588766746059991,0.6,1,50,50,42287.19,0.2244,35764127.67
"1830",1830,30,18,-1,1,0,0.496992478542961,0.6,1,50,50,53655.73,0.3386,57578752.38
"1831",1831,31,18,-1,1,0,0.631584648019634,0.6,1,50,50,46227.38,0.2607,42739418.48
"1832",1832,32,18,-1,1,0,0.427832896332257,0.6,1,50,50,68281.12,0.4273,93246238.62
"1833",1833,33,18,-1,1,0,0.594315354316495,0.6,1,50,50,64459.83,0.36,83101401.14
"1834",1834,34,18,-1,1,0,0.606349628278986,0.6,1,50,50,32074.15,0.2061,20575023.42
"1835",1835,35,18,-1,1,0,0.683147881506011,0.6,1,50,50,30725.04,0.1796,18880556.54
"1836",1836,36,18,-1,1,0,0.461164314229973,0.6,1,50,50,51504.78,0.3391,53054844.19
"1837",1837,37,18,-1,1,0,0.440523369377479,0.6,1,50,50,59257.2,0.3643,70228305.17
"1838",1838,38,18,-1,1,0,0.641556378547102,0.6,1,50,50,51131.09,0.3214,52287774.58
"1839",1839,39,18,-1,1,0,0.440059557533823,0.6,1,50,50,76379.01,0.4507,116675059.79
"1840",1840,40,18,-1,1,0,0.591731761326082,0.6,1,50,50,46227.12,0.2498,42738928.87
"1841",1841,41,18,-1,1,0,0.477364386036061,0.6,1,50,50,74184,0.4051,110065328.14
"1842",1842,42,18,-1,1,0,0.564805145491846,0.6,1,50,50,56480.95,0.3013,63801945.35
"1843",1843,43,18,-1,1,0,0.446194861014374,0.6,1,50,50,51656.79,0.3204,53368481.67
"1844",1844,44,18,-1,1,0,0.625722803222015,0.6,1,50,50,50042.71,0.3299,50085464.43
"1845",1845,45,18,-1,1,0,0.535245191538706,0.6,1,50,50,37011,0.2473,27396282.58
"1846",1846,46,18,-1,1,0,0.569415557477623,0.6,1,50,50,56024.28,0.3167,62774401.81
"1847",1847,47,18,-1,1,0,0.621391995321028,0.6,1,50,50,71733.13,0.4105,102912850.33
"1848",1848,48,18,-1,1,0,0.503364142053761,0.6,1,50,50,56789.65,0.3365,64501288.55
"1849",1849,49,18,-1,1,0,0.606985359312966,0.6,1,50,50,56080.95,0.3295,62901454.44
"1850",1850,50,18,-1,1,0,0.578500279039144,0.6,1,50,50,40518.42,0.2282,32834850.9
"1851",1851,51,18,-1,1,0,0.665874021197669,0.6,1,50,50,63305.25,0.3905,80151084.1
"1852",1852,52,18,-1,1,0,0.514953492442146,0.6,1,50,50,81110.85,0.4865,131579393.79
"1853",1853,53,18,-1,1,0,0.544202541350387,0.6,1,50,50,54932.23,0.3443,60350988.76
"1854",1854,54,18,-1,1,0,0.675939087430015,0.6,1,50,50,43881.74,0.263,38512144.81
"1855",1855,55,18,-1,1,0,0.470188244991004,0.6,1,50,50,48457.4,0.3107,46962384.97
"1856",1856,56,18,-1,1,0,0.46473137862049,0.6,1,50,50,66214.57,0.3899,87687374.27
"1857",1857,57,18,-1,1,0,0.523908959259279,0.6,1,50,50,57289.66,0.3474,65642100.01
"1858",1858,58,18,-1,1,0,0.673985502170399,0.6,1,50,50,49684.56,0.2959,49371114.36
"1859",1859,59,18,-1,1,0,0.66591018778272,0.6,1,50,50,73412.05,0.418,107786576.63
"1860",1860,60,18,-1,1,0,0.621267311018892,0.6,1,50,50,40627.87,0.2691,33012471.12
"1861",1861,61,18,-1,1,0,0.657894711731933,0.6,1,50,50,45424.45,0.2631,41267608.06
"1862",1862,62,18,-1,1,0,0.42210205278825,0.6,1,50,50,70903.61,0.3807,100546451.44
"1863",1863,63,18,-1,1,0,0.676758661051281,0.6,1,50,50,52719.3,0.3389,55586493.65
"1864",1864,64,18,-1,1,0,0.472179555520415,0.6,1,50,50,69764.39,0.4141,97341415.44
"1865",1865,65,18,-1,1,0,0.513502417015843,0.6,1,50,50,43693.53,0.2663,38182495.8
"1866",1866,66,18,-1,1,0,0.679082331014797,0.6,1,50,50,62377.58,0.4158,77819249.32
"1867",1867,67,18,-1,1,0,0.474139558733441,0.6,1,50,50,40325.82,0.2438,32523440.31
"1868",1868,68,18,-1,1,0,0.437525112461299,0.6,1,50,50,67337.46,0.3706,90686669.07
"1869",1869,69,18,-1,1,0,0.458513831836171,0.6,1,50,50,80135.45,0.448,128433822.51
"1870",1870,70,18,-1,1,0,0.457682724716142,0.6,1,50,50,95141.8,0.4387,181039240.57
"1871",1871,71,18,-1,1,0,0.617207439686172,0.6,1,50,50,41871.65,0.2604,35064706.47
"1872",1872,72,18,-1,1,0,0.652517817518674,0.6,1,50,50,35034.9,0.2453,24548878.85
"1873",1873,73,18,-1,1,0,0.587546329922043,0.6,1,50,50,61340.21,0.3286,75252432.35
"1874",1874,74,18,-1,1,0,0.657680031214841,0.6,1,50,50,58943.59,0.3281,69486928.78
"1875",1875,75,18,-1,1,0,0.495845913537778,0.6,1,50,50,66513.53,0.3904,88481006.66
"1876",1876,76,18,-1,1,0,0.442123974114656,0.6,1,50,50,90558.61,0.4605,164017252.51
"1877",1877,77,18,-1,1,0,0.632885672640987,0.6,1,50,50,29645.62,0.193,17577249.94
"1878",1878,78,18,-1,1,0,0.569786349125206,0.6,1,50,50,60633.59,0.3906,73528648.72
"1879",1879,79,18,-1,1,0,0.673032716568559,0.6,1,50,50,46974.01,0.2448,44131160.19
"1880",1880,80,18,-1,1,0,0.456953009427525,0.6,1,50,50,51141.98,0.3373,52310033.33
"1881",1881,81,18,-1,1,0,0.547919979249127,0.6,1,50,50,41001.95,0.2405,33623192.89
"1882",1882,82,18,-1,1,0,0.582619569892995,0.6,1,50,50,47418.45,0.2986,44970180.92
"1883",1883,83,18,-1,1,0,0.484551360970363,0.6,1,50,50,94829.11,0.5337,179851186
"1884",1884,84,18,-1,1,0,0.650125439558178,0.6,1,50,50,50410.36,0.311,50824092.15
"1885",1885,85,18,-1,1,0,0.54015918886289,0.6,1,50,50,48208.64,0.3155,46481467.49
"1886",1886,86,18,-1,1,0,0.653667000331916,0.6,1,50,50,53948.17,0.3313,58208097.22
"1887",1887,87,18,-1,1,0,0.485521357692778,0.6,1,50,50,65540.23,0.3997,85910435.9
"1888",1888,88,18,-1,1,0,0.53369003906846,0.6,1,50,50,30693.99,0.1999,18842421.79
"1889",1889,89,18,-1,1,0,0.589316123723984,0.6,1,50,50,44222.72,0.2609,39112975.99
"1890",1890,90,18,-1,1,0,0.693181897327304,0.6,1,50,50,48390.13,0.2736,46832086.99
"1891",1891,91,18,-1,1,0,0.482711949385703,0.6,1,50,50,72372.3,0.4376,104755005.18
"1892",1892,92,18,-1,1,0,0.401503803185187,0.6,1,50,50,80589.19,0.4435,129892341.66
"1893",1893,93,18,-1,1,0,0.66045272203628,0.6,1,50,50,38215.45,0.2454,29208416.27
"1894",1894,94,18,-1,1,0,0.585794173041359,0.6,1,50,50,57105.33,0.3291,65220381.75
"1895",1895,95,18,-1,1,0,0.690465216408484,0.6,1,50,50,36473.34,0.2403,26606096.64
"1896",1896,96,18,-1,1,0,0.523980733286589,0.6,1,50,50,46954.44,0.2767,44094383.43
"1897",1897,97,18,-1,1,0,0.62475940536242,0.6,1,50,50,54931.01,0.3528,60348327.65
"1898",1898,98,18,-1,1,0,0.58937844869215,0.6,1,50,50,63520.92,0.3709,80698140.14
"1899",1899,99,18,-1,1,0,0.510462353890762,0.6,1,50,50,38328.57,0.2669,29381586.46
"1900",1900,100,18,-1,1,0,0.53079607069958,0.6,1,50,50,63388.1,0.3395,80361026.04
"1901",1901,101,18,-1,1,0,0.601857337215915,0.6,1,50,50,54207.87,0.3212,58769864.69
"1902",1902,102,18,-1,1,0,0.479937755828723,0.6,1,50,50,57275.84,0.327,65610437.24
"1903",1903,103,18,-1,1,0,0.561339519522153,0.6,1,50,50,63096.42,0.3103,79623174.48
"1904",1904,104,18,-1,1,0,0.47383090548683,0.6,1,50,50,72005.08,0.4723,103694627.07
"1905",1905,105,18,-1,1,0,0.576718061370775,0.6,1,50,50,51393.82,0.3201,52826486.71
"1906",1906,106,18,-1,1,0,0.553461123700254,0.6,1,50,50,44294.27,0.2492,39239643.77
"1907",1907,107,18,-1,1,0,0.490232127322815,0.6,1,50,50,81866.34,0.4737,134041962.44
"1908",1908,108,18,-1,1,0,0.562877252441831,0.6,1,50,50,73345.87,0.3814,107592345.61
"1909",1909,109,18,-1,1,0,0.68794363134075,0.6,1,50,50,37232.58,0.2328,27725293.95
"1910",1910,110,18,-1,1,0,0.569055470218882,0.6,1,50,50,62809.43,0.3444,78900498.03
"1911",1911,111,18,-1,1,0,0.480276703718118,0.6,1,50,50,50553.25,0.2902,51112626.67
"1912",1912,112,18,-1,1,0,0.679254011670127,0.6,1,50,50,52141.69,0.3304,54375116.28
"1913",1913,113,18,-1,1,0,0.687922719679773,0.6,1,50,50,25196.92,0.1633,12697693.09
"1914",1914,114,18,-1,1,0,0.643738892301917,0.6,1,50,50,62584.7,0.3602,78336893.17
"1915",1915,115,18,-1,1,0,0.440377188916318,0.6,1,50,50,68235.95,0.3266,93122900.36
"1916",1916,116,18,-1,1,0,0.680157858761959,0.6,1,50,50,37763.23,0.2344,28521229.74
"1917",1917,117,18,-1,1,0,0.631470698700286,0.6,1,50,50,34403.36,0.189,23671821.63
"1918",1918,118,18,-1,1,0,0.649788848031312,0.6,1,50,50,39361.54,0.2396,30986618.37
"1919",1919,119,18,-1,1,0,0.653235455113463,0.6,1,50,50,54768.73,0.3433,59992284.1
"1920",1920,120,18,-1,1,0,0.511402826756239,0.6,1,50,50,38379.03,0.2234,29458999.33
"1921",1921,121,18,-1,1,0,0.534238941688091,0.6,1,50,50,61583.81,0.3649,75851309.1
"1922",1922,122,18,-1,1,0,0.452541047241539,0.6,1,50,50,46204.68,0.3161,42697451.16
"1923",1923,123,18,-1,1,0,0.54037373883184,0.6,1,50,50,79867.06,0.466,127574947.95
"1924",1924,124,18,-1,1,0,0.51698891853448,0.6,1,50,50,52192.6,0.3308,54481347.01
"1925",1925,125,18,-1,1,0,0.651000032760203,0.6,1,50,50,40513.67,0.2173,32827149.47
"1926",1926,126,18,-1,1,0,0.538855405966751,0.6,1,50,50,52673.79,0.3031,55490570.14
"1927",1927,127,18,-1,1,0,0.663186110672541,0.6,1,50,50,43372.22,0.2554,37622996
